School,City,Perioxi,Category,Subcategory,Organization,Facebook,Website,Logo,Address,TK,Phone,email,Courses,Place,Rensponsible,Description,Verified,map block field,έτος ίδρυσης,data origin,mobile,Eidos,To publish
MIRMIDON FIGHTERS,Αθήνα,Μεταμόρφωση,Πολεμικές τέχνες,,,https://www.facebook.com/pages/Mirmidon-Fighters/701396446619619?fref=ts,,10696391_710417895717474_5237680407273797401_n.jpg,"Δεξαμενής 22,Μεταμόρφωση,Τ.Κ 14451",14451,,gitersosteam@gmail.com,,,,,,,,wefit,,,
Marily's Fitness,Αθήνα,Κερατσίνι,Κλειστού Χώρου,ΓΥΜΝΑΣΤΗΡΙΟ,,https://www.facebook.com/pages/Marilys-Fitness/107725132671970?fref=ts,http://www.marilysfitness.gr/,logo (10).png,"Ρήγα Φεραίου 75,Κερατσίνι,Τ.Κ: 18758",18758,,,,,,,,,,wefit,,,
Kodokan Aikido Βόρειων Προαστείων,Αθήνα,Λυκόβρυση,Πολεμικές τέχνες,,,https://www.facebook.com/pages/Lykovrisi-dojo-Kodokan-Aikido/187074721314357?sk=photos_stream,http://www.aikidoarts.gr/,cropped-logo-aikido-1-good.jpg,"Σοφοκλή Βενιζέλου & Χανίων 1,Λυκόβρυση,Τ.Κ: 14123",14123,,haakodokan@hotmail.com,,,,,,,,wefit,,,
Legacy Fight Club,,,Πολεμικές τέχνες,"Kickboxing,Boxing",,https://www.facebook.com/pages/Legacy-Fight-Club/227052447466651?sk=timeline,,http://www.fightsports.gr/wp-content/uploads/2015/01/legacy-fight-club-logo.jpg,"Πριήνης 1 & Συγγρού 247,Νέα Σμύρνη (είσοδος από Πριήνης)",,2130 305 295,legacyfightclub@hotmail.com,,,,,,,,fightsports.gr,6944 583 285,,
Kouros Club Anavyssos,Αθήνα,Ανάβυσσος,ΘΑΛΑΣΣΙΑ ΣΠΟΡ,,,https://www.facebook.com/pages/Kouros-Club/251783124892634?sk=timeline,http://www.kourosclub.gr/gr/,407874_255047801232833_273509118_n.jpg,"50ο χλμ Αθηνων Σουνιου,Ανάβυσσος,Τ.Κ 19013",19013,,info@kourosclub.gr,,,,,,,,wefit,,,
«ΑΘΛΟΣ» ΑΘΛΗΤΙΚΟΣ ΣΥΛΛΟΓΟΣ ΚΑΡΑΤΕ ΕΛΛΗΝΙΚΟΥ,Αθήνα,Έλληνικό,,,,https://www.facebook.com/pages/Katsalifis-Karate/433144390096735?fref=ts,http://www.katsalifisacademy.gr/,νέα-εικόνα (2).jpg,"Ιασωνιδου & Πλαπούτα 21, Έλληνικό, ΤΚ 16777",16777,,lefteriskatsalifis@yahoo.gr,,,,,,,,wefit,,,
Αθλητικός Σύλλογος Καράτε «Ο δρόμος της Ειρήνης»,,,Πολεμικές τέχνες,Karate,,https://www.facebook.com/pages/karate/161285983021?sk=timeline&ref=page_internal,,http://www.fightsports.gr/wp-content/uploads/2013/12/rachoutis-kataxwrisi-amarousiou.jpg,"Δημητρίου Ράλλη 11,Μαρούσι",,210 80 53 202,,,,,,,,,fightsports.gr,,,
Α.Σ. ΚΑΡΑΤΕ-Ο ΔΡΟΜΟΣ ΤΗΣ ΕΙΡΗΝΗΣ,Αθήνα,Μαρούσι,Πολεμικές τέχνες,,,https://www.facebook.com/pages/karate/161285983021?sk=timeline,http://kca.gr/,10872242_10205913323332953_439822188_n.jpg,"Δημητρίου Ράλλη 11, Μαρούσι,Τ.Κ: 15124",15124,,,,,,,,,,wefit,,,
K1 GYM,Αθήνα,Γέρακας,Πολεμικές τέχνες,,,https://www.facebook.com/pages/K1-GYM/395867683809750?sk=timeline,http://k1gym.com/,site-under3.jpg,"Aρκαδίας 8,Γέρακας,Τ.Κ. 15344",15344,,twins_hellas@yahoo.gr,,,,,,,,wefit,,,
JAMA SHOTOKAN KARATE ΚΕΡΑΤΣΙΝΙΟΥ,Αθήνα,Κερατσίνι,Πολεμικές τέχνες,,,https://www.facebook.com/pages/Jama-shotokan-karate-peraus-/875791719100164?fref=ts,http://jamabox.gr/,7ab0e2_d35a9401d01be33c1f285604c87b8516jpg_srz_706_398_75_22_050_120_000_jpg_srz (1).jpeg,"Ακροπόλεως 49,Κερατσίνι,T.K. 18758",18758,,,,,,,,,,wefit,,,
Α.Σ. ''ΤΟ ΜΟΣΧΑΤΟ'',Αθήνα,Μοσχάτο,Πολεμικές τέχνες,,,https://www.facebook.com/pages/ITF-TAEKWONDO-MOSHATO/158134657587022?v=info&tab=page_info,http://www.itfathens.gr/,logo11.jpg,"Χρυσοστόμου Σμύρνης 91,Μοσχάτο,18345",18345,,masteripf@hotmail.com,,,,,,,,wefit,,,
Iron Gym,Αθήνα,Γλυφάδα,Κλειστού Χώρου,ΓΥΜΝΑΣΤΗΡΙΟ,,https://www.facebook.com/pages/Iron-Gym-Glyfada/812284952115544,http://www.irongym.gr/,screen-shot-2014-10-31-at-15124-pm.png,"Γούναρη 150, Γλυφάδα, ΤΚ 16674",16674,,info@irongym.gr,,,,,,,,wefit,,,
InShape Fitness Club,Αθήνα,ΔάσοςΧαϊδαρίου,Κλειστού Χώρου,ΓΥΜΝΑΣΤΗΡΙΟ,,https://www.facebook.com/pages/InShape-Gym-Dasos-Haidariou/142467174134,http://www.inshapegym.gr/,logo-in-shape-h80.png,"Λεωφ. Αθηνών 336, Δάσος Χαϊδαρίου, Τ.Κ 12462",12462,,info@inshapegym.gr,,,,,,,,wefit,,,
Α.Σ. ΔΥΝΑΜΙΚΩΝ ΑΘΛΗΜΑΤΩΝ ΧΑΛΑΝΔΡΙΟΥ,Αθήνα,Χαλάνδρι,Πολεμικές τέχνες,,,https://www.facebook.com/pages/Halandri-Combat-Sports-%CE%91%CE%B8%CE%BB%CE%B7%CF%84%CE%B9%CE%BA%CF%8C%CF%82-%CE%A3%CF%8D%CE%BB%CE%BB%CE%BF%CE%B3%CE%BF%CF%82-%CE%94%CF%85%CE%BD%CE%B1%CE%BC%CE%B9%CE%BA%CF%8E%CE%BD-%CE%91%CE%B8%CE%BB%CE%B7%CE%BC%CE%AC%CF%84%CF%89%CE%BD-%CE%A7%CE%B1%CE%BB%CE%B1%CE%BD%CE%B4%CF%81%CE%AF%CE%BF%CF%85/143236692437001?sk=timeline,http://www.cs-halandri.gr/,318464_143238095770194_3894539_n.jpg,"Εθνικής Αντιστάσεως 3, Χαλάνδρι, TK 15232",15232,,sports@cs-halandri.gr,,,,,,,,wefit,,,
Gym Addict,Αθήνα,Αργυρούπολη,Κλειστού Χώρου,ΓΥΜΝΑΣΤΗΡΙΟ,,https://www.facebook.com/pages/GymAddict/317718091728497?sk=timeline,http://www.gymaddict.gr/,779a85_aa1aba543e2c4a3caa1f54c3073047edpng_srz_444_278_75_22_050_120_000_png_srz.png,"25ης Μαρτίου 43, Αργυρούπολη,Τ.Κ 16452",16452,,info@gymaddict.gr,,,,,,,,wefit,,,
GROUPakia,Αθήνα,ΠόρτοΡάφτη,Κλειστού Χώρου,ΓΥΜΝΑΣΤΗΡΙΟ,,https://www.facebook.com/pages/Groupakia-Studio/1623604017871610?fref=ts,http://www.groupakia.com/,10997468_1623608334537845_4563240305360725559_n.png,"Λεωφόρος Πόρτο Ράφτη 235,Πόρτο Ράφτη,Τ.Κ. 19003",19003,,info@groupakia.com,,,,,,,,wefit,,,
Action Martial Arts & Fitness – Α.Σ Taekwondo Αργυρούπολης,,,Πολεμικές τέχνες,"Hapkido,Tae Kwon Do",,https://www.facebook.com/pages/Greek-Hapkido-Association/255474924463126,,http://www.fightsports.gr/wp-content/uploads/2013/12/action-martial-arts-fitness.jpg,"Φλέμινγκ 6,Αργυρούπολη",,210 99 38 401,actiongymnasthrio@hotmail.com,,,,,,,,fightsports.gr,,,
Gerakas Gym,Αθήνα,Γέρακας,Κλειστού Χώρου,ΓΥΜΝΑΣΤΗΡΙΟ,,https://www.facebook.com/pages/Gerakas-Gym/491006060964276?sk=timeline,,313787_491019150962967_130755670_n-1.jpg,"Λεωφ. Σπατών 46,Γέρακας,Τ.Κ.15344",15344,,gerakasgym@yahoo.gr,,,,,,,,wefit,,,
GaziCrossFit,Αθήνα,Γκάζι,Κλειστού Χώρου,CROSS FIT,,https://www.facebook.com/pages/Gazibox/1390626087884876?fref=ts,http://gazicrossfit.gr/index.htm,unnamed.png,"Μεγάλου Βασιλείου 44 & Φρεαρίων 1,Γκάζι,Τ.Κ.11854",11854,,,,,,,,,,wefit,,,
Flow center,Αθήνα,ΝέοΨυχικό,Κλειστού Χώρου,YOGA,,https://www.facebook.com/pages/FLOW-CENTER/151832569365?sk=timeline,http://www.flowcenter.gr/index.php?contentid=46,logo (18).jpg,"Αγγ.Σικελιανού 2, Νέο Ψυχικό, ΤΚ 11525",11525,,info@flowcenter.gr,,,,,,,,wefit,,,
"Equalibre Pilates,Gyrotonic & Yoga studio",Αθήνα,Άλιμος,Κλειστού Χώρου,ΓΥΜΝΑΣΤΗΡΙΟ,,https://www.facebook.com/pages/Equalibre-PilatesGyrotonic-Yoga-studio/204183092928922,http://www.equalibre.gr/,378378_316217178392179_861678045_n.jpg,"Λ. Ιωνίας 68, Άλιμος, ΤΚ 17456",17456,,studio@equalibre.gr,,,,,,,,wefit,,,
Cube15,Αθήνα,Μαρούσι(ΠλησίονΗΣΑΠΕΙΡΗΝΗ),Κλειστού Χώρου,PERSONAL TRAINER,,https://www.facebook.com/pages/Cube15/794781870591913?fref=ts,http://www.cube15.gr/,logo-1.jpg,"Ο.Α.Κ.Α, Αμαρουσίου Αρτέμιδος,Μαρούσι (Πλησίον ΗΣΑΠ ΕΙΡΗΝΗ)",,,info@cube15.gr,,,,,,,,wefit,,,
CrossFit Northzone,Αθήνα,Γέρακας,Κλειστού Χώρου,CROSS FIT,,https://www.facebook.com/pages/CrossFit-North-Zone/382015401913311,http://www.crossfitnorthzone.com/,screen-shot-2014-12-02-at-95615-am.png,"Μονής αρκαδίου 7,Γέρακας,Τ.Κ 15344",15344,,info@crossfitnorthzone.com,,,,,,,,wefit,,,
Bodymental Studio,Αθήνα,Άρτεμις,Κλειστού Χώρου,PILATES,,https://www.facebook.com/pages/Bodymental-studio-yoga-pilates/247414588658685?sk=timeline,,399366_247415201991957_1894738075_n.jpg,"Λεωφόρος Καραμανλή & Αγίας Παρασκεύης 1,Άρτεμις,Τ.Κ.19016",19016,,bodymental@hotmail.com,,,,,,,,wefit,,,
Studio Bodycentric,Αθήνα,Αμπελόκηποι,Κλειστού Χώρου,PILATES,,https://www.facebook.com/pages/Bodycentric-Pilates-method-and-Gyrotonic-Expansion-System/108501812555765?fref=ts,http://bodycentric.gr/,bodycentric.png,"Ήλιδος 23, Αμπελόκηποι,T.K 11526",11526,,bodycent@gmail.com,,,,,,,,wefit,,,
Body Care Ladies,Αθήνα,Καλλιθέα,Κλειστού Χώρου,ΓΥΜΝΑΣΤΗΡΙΟ,,https://www.facebook.com/pages/bodycareladies-fitness/211974048815712,http://www.bodycareladies.gr/,logo (15).png,"Δαβάκη 68, Καλλιθέα, TK 17672",17672,,bodycareladies@gmail.com,,,,,,,,wefit,,,
Body Control,Αθήνα,Καλλιθέα,Κλειστού Χώρου,ΓΥΜΝΑΣΤΗΡΙΟ,,https://www.facebook.com/pages/Body-Control-Fitness-Club/122546001166337,,689.jpg,"Ελ.Βενιζέλου (Θησέως) 241, Καλλιθέα, ΤΚ 17674",17674,,nickdimakos@bodycontrol.gr,,,,,,,,wefit,,,
Body Concept,Αθήνα,Ελληνικό,Κλειστού Χώρου,ΓΥΜΝΑΣΤΗΡΙΟ,,https://www.facebook.com/pages/Body-Concept/102312799813336,,544682_355759417802005_2085724606_n.jpg,"Ιασωνίδου 58, Ελληνικό, ΤΚ 16777",16777,,bodyconcept@hotmail.gr,,,,,,,,wefit,,,
Α.Σ. ΣΩΜΑΤΙΚΗΣ ΔΙΑΠΛΑΣΗΣ ΠΕΙΡΑΙΑ BODY ART GYM,Αθήνα,Καμίνια,Κλειστού Χώρου,,,https://www.facebook.com/pages/BODY-ART-GYM/42085967205?fref=ts,,logo (67).jpg,"Κυπρίων Αγωνιστών 8Β, Καμίνια, ΤΚ 18541",18541,,themistaktikos@gmail.com,,,,,,,,wefit,,,
Battle Arena,Αθήνα,ΑγίαΠαρασκεύη,Κλειστού Χώρου,ΓΥΜΝΑΣΤΗΡΙΟ,,https://www.facebook.com/pages/Battle-Arena/904419969576450?fref=ts,http://www.battlearena.gr/,10429334_10203346818863593_8638831572939406895_n.jpg,"Μεσογείων 449 & Ελπίδος 1,Αγία Παρασκεύη,Τ.Κ 15343",15343,,info@battlearena.gr,,,,,,,,wefit,,,
ΑΘΛΟΣ Gym,Αθήνα,Ηλιούπολη,Κλειστού Χώρου,,,https://www.facebook.com/pages/Athlos-gym/1435860286652335?fref=ts,http://www.athlos-gym.gr/,logo (25).png,"Ηρως Kωνσταντοπούλου 27, Ηλιούπολη, ΤΚ 16346",16346,,info@athlos-gym.gr,,,,,,,,wefit,,,
ΑΘΛΟΚΙΝΗΣΗ Χαλανδρίου,Αθήνα,Χαλάνδρι,Αθλητισμός,ΡΥΘΜΙΚΗ - ΕΝΟΡΓΑΝΗ,,https://www.facebook.com/pages/Athlokinisi/441081002638727?fref=ts,http://www.athlokinisi.com.gr/,logo (24).png,"Λεωφόρος Πεντέλης 150, Χαλάνδρι,T.K15233",15233,,athlokinisi@hotmail.com,,,,,,,,wefit,,,
ATHLETIC SHAPE,Αθήνα,Γαλάτσι,Κλειστού Χώρου,ΓΥΜΝΑΣΤΗΡΙΟ,,https://www.facebook.com/pages/ATHLETIC-SHAPE/172889199492870?ref=ts&fref=ts,,314993_370359656412489_2113028247_n.jpg,"Σύρου 5 & Βείκου,Γαλάτσι,Τ.Κ: 11147",11147,,athleticshape@gmail.com,,,,,,,,wefit,,,
Athina Diving,Αθήνα,Λαγονήσι,ΚΑΤΑΔΥΤΙΚΑ ΚΕΝΤΡΑ,,,https://www.facebook.com/pages/Athina-Diving-Center/164598096962625,http://www.athinadiving.gr/,logo (84).jpg,"Λεωφόρος Αθηνών Σούνιου 38ο Χλμ,Λαγονήσι,Τ.Κ: 19010",19010,,info@athinadiving.gr,,,,,,,,wefit,,,
ananea pilates + yoga,Αθήνα,Κολωνάκι,Κλειστού Χώρου,YOGA,,https://www.facebook.com/pages/Ananea-PilatesYoga-Kolonaki/666494490035838?fref=ts,http://ananeapilates.gr/,logo-top_final.png,"Κλεομένους 2,Κολωνάκι,Αθήνα,Τ.Κ 10675",10675,,,,,,,,,,wefit,,,
Athletic Club Panorama,,,Πολεμικές τέχνες,"Γυμναστική,Kickboxing,Tae Kwon Do",,https://www.facebook.com/pages/AC-Tae-Kwon-Do-Panorama/854700784605933?sk=timeline,,http://www.fightsports.gr/wp-content/uploads/2015/08/athletic-club-panorama-logo.jpg,"Κλεισούρας 33,Πετρούπολη",,210 50 61 599,tkdpanorama@gmail.com,,,,,,,,fightsports.gr,6907 923 420,,
AA Water Ski Porto Rafti,Αθήνα,ΠόρτοΡάφτη,,,,https://www.facebook.com/pages/AA-Waterski-Portorafti/914313718585143?fref=ts,http://www.prski.gr/#,logo (60).jpg,"Λεωφόρος Αυλακίου Αγ.Μαρίνα,Πόρτο Ράφτη,Τ.Κ 19003",19003,,info@prski.gr,,,,,,,,wefit,,,
2be FIT,Αθήνα,Αιγάλεω,Κλειστού Χώρου,ΓΥΜΝΑΣΤΗΡΙΟ,,https://www.facebook.com/pages/2be-FIT/458480000945011?sk=timeline,,1782336_460899507369727_1724637596_o.jpg,"Μάρκου Μπότσαρη 5,Αιγάλεω,Τ.Κ. 12241",12241,,evriviadis.malakis@yahoo.gr,,,,,,,,wefit,,,
Α.Σ Ωρίωνας,,,Πολεμικές τέχνες,"Aikido,Boxing,Karate",,https://www.facebook.com/pages/%CE%A9%CF%81%CE%AF%CF%89%CE%BD%CE%B1%CF%82-%CE%91%CE%A3-%CE%A0%CE%BF%CE%BB%CE%B5%CE%BC%CE%B9%CE%BA%CF%8E%CE%BD-%CE%A4%CE%B5%CF%87%CE%BD%CF%8E%CE%BD/416727285139598?sk=timeline,,http://www.fightsports.gr/wp-content/uploads/2014/06/1900206_416752011803792_832354621_o.jpg,"Β.Λάσκου 37 και Αγ.Φανουρίου,Παγκράτι",,,wriwn@yahoo.gr,,,,,,,,fightsports.gr,6975 653 883 - 6943 674 453,,
Speed fit,Αθήνα,Βούλα,Κλειστού Χώρου,PERSONAL TRAINER,,https://www.facebook.com/pages/%CE%A3peed%CE%A6it-by-miha-bodytec-ems/468215453312783,http://www.speedfit.com.gr/,logo (50).jpg,"Λευκάδος 10, Βούλα, ΤΚ 16673",16673,,Elena@speedfit.gr,,,,,,,,wefit,,,
Σώμα & Φως Εναλλακτικό Γυμναστήριο,Αθήνα,Πειραιάς,Κλειστού Χώρου,,,https://www.facebook.com/pages/%CE%A3%CF%8E%CE%BC%CE%B1-%CE%A6%CF%89%CF%82/151159394952950?ref=hl,http://www.phws.eu/index.php/en/,10492957_699636206771930_5889279023426374926_o.jpg,"Πραξιτέλους 179, Πειραιάς, TK 18535",18535,,mail@phws.eu,,,,,,,,wefit,,,
Ορειβατικός Σύλλογος Αχαρνών,Αθήνα,Αχαρνές,ΑΘΛΗΜΑΤΑ ΒΟΥΝΟΥ,,,https://www.facebook.com/pages/%CE%95%CE%9F%CE%A3-%CE%91%CF%87%CE%B1%CF%81%CE%BD%CF%8E%CE%BD-EOS-Acharnon/155891397896937?ref=hl,http://www.eosacharnon.gr/,67405_155892637896813_1015583624_n.jpg,"Φιλαδελφείας 126,Αχαρνές,Τ.Κ: 13673",13673,,eosa@otenet.gr,,,,,,,,wefit,,,
ΔΕΚΑΘΛΟΝ GYM,Αθήνα,Ίλιον,Κλειστού Χώρου,,,https://www.facebook.com/pages/%CE%94%CE%95%CE%9A%CE%91%CE%98%CE%9B%CE%9F%CE%9D-GYM/157071120164?fref=ts,,unnamed.jpg,"Αγίου Φανουρίου 45,Ίλιον,Τ.Κ: 13122",13122,,mitsos.margaritis@yahoo.gr,,,,,,,,wefit,,,
Δ-club Δικαίος,Αθήνα,Πειραιάς,Κλειστού Χώρου,,,https://www.facebook.com/pages/%CE%93%CF%85%CE%BC%CE%BD%CE%B1%CF%83%CF%84%CE%AE%CF%81%CE%B9%CE%BF-%CE%94-Club-%CE%94%CE%B9%CE%BA%CE%B1%CE%AF%CE%BF%CF%82/498112743584880?fref=ts,,logo (14).jpg,"Υψηλάντου 143-145, Πειραιάς, ΤΚ 18535",18535,,gym_dclub@yahoo.gr,,,,,,,,wefit,,,
Activities,Αθήνα,Νίκαια,Κλειστού Χώρου,ΓΥΜΝΑΣΤΗΡΙΟ,,https://www.facebook.com/pages/%CE%93%CE%A5%CE%9C%CE%9D%CE%91%CE%A3%CE%A4%CE%97%CE%A1%CE%99%CE%9F-ACTIVITIES/113210542034893?sk=photos_stream,,313500_10150335338164890_1439244092_n.jpg,"Πέτρου Ράλλη 291 & Γρεβενών,Νίκαια,Τ.Κ: 18450",18450,,activitiesgym@hotmail.com,,,,,,,,wefit,,,
ΑΘΛΗΤΙΚΟΣ ΣΥΛΛΟΓΟΣ ΚΑΡΑΤΕ ΚΕΡΑΤΣΙΝΙΟΥ ΝΗΣΙΖΑ,Αθήνα,Κερατσίνι,Πολεμικές τέχνες,,,https://www.facebook.com/pages/%CE%91%CE%B8%CE%BB%CE%B7%CF%84%CE%B9%CE%BA%CE%BF%CF%82-%CE%A3%CF%85%CE%BB%CE%BB%CE%BF%CE%B3%CE%BF%CF%82-%CE%9A%CE%B1%CF%81%CE%B1%CF%84%CE%B5-%CE%9A%CE%B5%CF%81%CE%B1%CF%84%CF%83%CE%B9%CE%BD%CE%B9%CE%BF%CF%85-%CE%9D%CE%B7%CF%83%CE%B9%CE%B6%CE%B1/288968941228360,,10668977_384733888318531_1984094179626218979_o.jpg,"Αντώνιου Γιαννούρη 1,Κερατσίνι,Τ.Κ 18758",18758,,,,,,,,,,wefit,,,
Αττική Ένωση TAE KWON DO,Αθήνα,,Πολεμικές τέχνες,,,https://www.facebook.com/pages/%CE%91%CE%A4%CE%A4%CE%99%CE%9A%CE%97-%CE%95%CE%9D%CE%A9%CE%A3%CE%97-TAEKWONDO/149987405059176?fref=ts,http://www.attikienosi.gr/,screen-shot-2015-02-09-at-22248-pm.png,,,,,,,,,,,,wefit,,,
Α.Σ Αττική Ένωση,,,Πολεμικές τέχνες,Tae Kwon Do,,https://www.facebook.com/pages/%CE%91%CE%A4%CE%A4%CE%99%CE%9A%CE%97-%CE%95%CE%9D%CE%A9%CE%A3%CE%97-TAEKWONDO/149987405059176,,http://www.fightsports.gr/wp-content/uploads/2014/03/167769_150009348390315_8158212_n.jpg,"Τραλλέων 145,Γαλάτσι",,210 22 22 175,attiki_enwsi@yahoo.gr,,,,,,,,fightsports.gr,6948 183 004,,
Α.Σ Taekwondo ΕΘΝΙΚΟΣ 95,,,Πολεμικές τέχνες,Tae Kwon Do,,https://www.facebook.com/pages/%CE%91%CE%A3-TAEKWONDO-%CE%95%CE%98%CE%9D%CE%99%CE%9A%CE%9F%CE%A3-95/156379733847?sk=timeline,,http://www.fightsports.gr/wp-content/uploads/2014/06/unnamed-3.jpg,"Λεωφόρος Παλατιανής 34 και Αγ.Θέκλας 36,Ίλιον",,210 50 29 006,ethnikos95tkd@yahoo.gr,,,,,,,,fightsports.gr,6974 727 737,,
Α.Σ. ΩΡΙΩΝ,,,Πολεμικές τέχνες,"Hwal Moo Do,Kickboxing,Tae Kwon Do",,https://www.facebook.com/pages/%CE%91%CE%A3-%CE%A9%CE%A1%CE%99%CE%A9%CE%9D/181863531864142?sk=timeline,,http://www.fightsports.gr/wp-content/uploads/2014/09/15268_461529547230871_1041302152_n.jpg,"1.Μεσολογγίου 20,Άλιμος - 2.Βλάση Γαβριηλίδη 16,Ηλιούπολη",,210 99 41 448 - 211 40 41 540,,,,,,,,,fightsports.gr,,,
Α.Σ. ΩΡΙΩΝ,Αθήνα,Άλιμος,Πολεμικές τέχνες,,,https://www.facebook.com/pages/%CE%91%CE%A3-%CE%A9%CE%A1%CE%99%CE%A9%CE%9D/181863531864142,http://www.asorion.gr/,15268_461529547230871_1041302152_n.jpg,"Μεσολογγίου 20, Άλιμος, ΤΚ 17456",17456,,,,,,,,,,wefit,,,
Α.Σ. ΘΕΑΓΕΝΗΣ,Αθήνα,Καλλιθέα,Πολεμικές τέχνες,,,https://www.facebook.com/pages/%CE%91%CE%A3-%CE%98%CE%B5%CE%B1%CE%B3%CE%B5%CE%BD%CE%B7%CF%82-Tae-Kwon-Do/394184174045228,http://www.theagenis.gr/,logo (4).jpg,"Χαροκόπου 115-117, Καλλιθέα, ΤΚ 17676",17676,,gtagas73@gmail.com,,,,,,,,wefit,,,
Α.Σ. ΝΙΚΗ,Αθήνα,ΙΛΙΟΝ,Πολεμικές τέχνες,,,https://www.facebook.com/pages/%CE%91%CE%A3-%CE%9D%CE%99%CE%9A%CE%97-%CE%99%CE%9B%CE%99%CE%9F%CE%A5/131264033715210?sk=timeline,,574648_131264123715201_1089262204_n.png,"Αγίου Φανουρίου 49,Ιλιον,Τ.Κ: 13522",13522,,,,,,,,,,wefit,,,
ΑΘΛΗΤΙΚΟΣ ΣΥΛΛΟΓΟΣ ΑΙΟΛΟΣ (ΤΑΕΚΒΟΝΤΟ) ΧΑΙΔΑΡΙ,Αθήνα,Χαϊδάρι-Παλατάκι,Πολεμικές τέχνες,,,https://www.facebook.com/pages/%CE%91%CE%98%CE%9B%CE%97%CE%A4%CE%99%CE%9A%CE%9F%CE%A3-%CE%A3%CE%A5%CE%9B%CE%9B%CE%9F%CE%93%CE%9F%CE%A3-%CE%91%CE%99%CE%9F%CE%9B%CE%9F%CE%A3%CE%A4%CE%91%CE%95%CE%9A%CE%92%CE%9F%CE%9D%CE%A4%CE%9F%CE%A7%CE%91%CE%99%CE%94%CE%91%CE%A1%CE%99/144730612230398,http://tkdaiolos.blogspot.gr/p/blog-page_4723.html,395692_311153338921457_1346826492_n.jpg,"Φειδιππίδου 2,Χαϊδάρι-Παλατάκι,Τ.Κ: 12461",12461,,,,,,,,,,wefit,,,
Α.Σ Κραταιός,,,Πολεμικές τέχνες,"Παγκράτιο,MMA,Kickboxing,Boxing",,https://www.facebook.com/pages/%CE%9A%CE%A1%CE%91%CE%A4%CE%91%CE%99%CE%9F%CE%A3-%CE%91%CE%98%CE%9B%CE%97%CE%A4%CE%99%CE%9A%CE%9F-%CE%A3%CE%A9%CE%9C%CE%91%CE%A4%CE%95%CE%99%CE%9F/300521006643426,,http://www.fightsports.gr/wp-content/uploads/2014/02/1604955_1386677931594468_1654389193_n.jpg,"Χαριλάου Τρικούπη 17,Γλυφάδα",,210 96 38 930,info@krataios.gr,,,,,,,,fightsports.gr,,,
Athens Padel Club,Αθήνα,Γλυφάδα,Αθλητισμός,PADEL TENNIS,,https://www.facebook.com/PadelTennisGreece,http://www.athenspadelclub.gr/,screen-shot-2014-10-30-at-42157-pm.png,"Ανδρέα Παπανδρέου 86 και Λυκούργου, Γλυφάδα, ΤΚ 16561",16561,,papitojorgi@gmail.com,,,,,,,,wefit,,,
Α.Σ Ολυμπίων Ρώμη,,,Πολεμικές τέχνες,Tae Kwon Do,,https://www.facebook.com/olympionromi/,,http://www.fightsports.gr/wp-content/uploads/2017/11/olimpion-romi.jpg,"Καυκάσου 133,Άνω Κυψέλη",,,,,,,,,,,fightsports.gr,6906 458 748,,
Olympic Gym,Αθήνα,Γλυφάδα,Κλειστού Χώρου,ΓΥΜΝΑΣΤΗΡΙΟ,,https://www.facebook.com/olympicgymglyfada,http://www.olympicgym.gr/,olympic-gym-logo.png,"Γρηγορίου Λαμπράκη 54, Γλυφάδα, ΤΚ 16674",16674,,mail@olympicgym.gr,,,,,,,,wefit,,,
Olympian Team – Αθλητικός Σύλλογος Αγίας Βαρβάρας,,,Πολεμικές τέχνες,"Grappling,Ju Jitsu,Παγκράτιο,MMA,Kickboxing",,https://www.facebook.com/Olympian-Team-%CE%91%CE%B8%CE%BB%CE%B7%CF%84%CE%B9%CE%BA%CF%8C%CF%82-%CE%93%CF%85%CE%BC%CE%BD%CE%B1%CF%83%CF%84%CE%B9%CE%BA%CF%8C%CF%82-%CE%A3%CF%8D%CE%BB%CE%BB%CE%BF%CE%B3%CE%BF%CF%82-%CE%91%CE%B3%CE%AF%CE%B1%CF%82-%CE%92%CE%B1%CF%81%CE%B2%CE%AC%CF%81%CE%B1%CF%82-677076702302902/,,http://www.fightsports.gr/wp-content/uploads/2015/01/olympian-team-logo.jpg,"Κουντουριώτου 3,Αγία Βαρβάρα",,210 49 64 863,fotacademy2014@gmail.com,,,,,,,,fightsports.gr,6984 793 351 - 6944 622 793,,
OLD SCHOOL FIGHT GYM,,,Πολεμικές τέχνες,"Kickboxing,Boxing",,https://www.facebook.com/oldschoolfightgym/timeline,,http://www.fightsports.gr/wp-content/uploads/2015/01/fight-old-school-gym.jpg,"Βοσπόρου 32,Ελληνικό",,Κιν.: 6947 522 295,vasxer1977@gmail.com,,,,,,,,fightsports.gr,,,
Operational Krav Maga Hellenic Department,,,Πολεμικές τέχνες,Krav Maga,,https://www.facebook.com/okmhellas,,http://www.fightsports.gr/wp-content/uploads/2016/09/14407673_1648053778839605_307616394_n.jpg,"Αθήνα,Αστυπάλαια,Ικαρία",,,operationalkravmagagreece@yahoo.com,,,,,,,,fightsports.gr,6949 073 657,,
